,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,MILEAGE_KM,MANUFACTURED_YEAR,TRANSMISSION,OMV,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
177,14,56000.0,11150.0,116000.0,2016,0,14535.0,50951.0,1736.0,1317.0,1020.0,2.0,0
178,26,37800.0,16910.0,97000.0,2013,0,29270.0,73989.0,492.0,1598.0,1155.0,4.0,5
179,31,134900.0,14720.0,136000.0,2011,0,55404.0,47316.0,3323.0,1796.0,1695.0,1.0,1
182,14,71500.0,16290.0,97000.0,2015,0,28184.0,58109.0,1246.0,2356.0,1855.0,2.0,2
183,3,221988.0,20790.0,7500.0,2021,0,46324.0,62000.0,3375.0,1998.0,1685.0,1.0,4
186,48,219800.0,23180.0,14288.0,2019,0,52012.0,30012.0,2922.0,1998.0,1395.0,2.0,5
192,3,322800.0,31050.0,4600.0,2020,0,83457.0,35001.0,3071.0,2998.0,2135.0,1.0,4
194,48,72800.0,11070.0,72453.0,2017,0,17021.0,42339.0,2104.0,1496.0,1325.0,1.0,2
197,32,93999.0,12870.0,47210.0,2018,0,25480.0,38501.0,2250.0,1499.0,1490.0,1.0,4
199,2,60800.0,13180.0,75000.0,2015,0,27604.0,54301.0,1372.0,1395.0,1310.0,1.0,1
200,48,86000.0,10410.0,42700.0,2019,0,18787.0,24390.0,2683.0,1598.0,1230.0,1.0,3
201,49,88800.0,8880.0,112342.0,2011,0,34860.0,56670.0,3322.0,1390.0,1503.0,4.0,5
204,48,64800.0,11690.0,88000.0,2016,0,19990.0,50991.0,1705.0,1598.0,1215.0,2.0,3
206,26,101800.0,13940.0,58124.0,2018,0,24093.0,32900.0,2433.0,1499.0,1140.0,2.0,0
209,48,48488.0,11160.0,113963.0,2015,0,17804.0,57089.0,1280.0,1598.0,1205.0,1.0,3
211,14,88888.0,9390.0,3040.0,2020,0,17879.0,48002.0,3346.0,1317.0,1070.0,1.0,0
213,14,68800.0,10950.0,66000.0,2017,0,19416.0,42902.0,2038.0,1496.0,1185.0,1.0,4
214,23,59800.0,17880.0,109000.0,2014,0,35305.0,70002.0,796.0,2494.0,1615.0,1.0,1
219,31,416888.0,40110.0,30000.0,2019,0,137035.0,38602.0,2773.0,3982.0,1990.0,3.0,5
223,16,16000.0,8340.0,250000.0,2008,0,14172.0,13024.0,374.0,1591.0,1314.0,4.0,0
224,31,186000.0,18640.0,2900.0,2020,0,33680.0,41503.0,2920.0,1332.0,1555.0,1.0,4
225,31,207800.0,24400.0,27500.0,2019,0,45625.0,34000.0,2677.0,1991.0,1555.0,1.0,5
226,38,241800.0,34780.0,82000.0,2017,0,77554.0,54406.0,1949.0,2997.0,1940.0,1.0,4
228,49,64800.0,8940.0,150000.0,2009,0,24525.0,27886.0,2624.0,1390.0,1285.0,5.0,5
230,3,230000.0,24650.0,6000.0,2019,0,52877.0,37989.0,2589.0,2998.0,1635.0,2.0,5
231,14,85800.0,9890.0,20913.0,2019,0,21535.0,31210.0,2921.0,1496.0,1130.0,1.0,6
236,19,85800.0,12170.0,57000.0,2017,0,24815.0,42322.0,1864.0,1368.0,1395.0,3.0,4
237,48,107999.0,10840.0,4916.0,2020,0,21979.0,43501.0,2924.0,1598.0,1315.0,1.0,3
238,48,51000.0,10580.0,100400.0,2016,0,20550.0,47020.0,1550.0,1496.0,1320.0,3.0,2
244,20,22988.0,7670.0,144000.0,2009,0,14485.0,16519.0,766.0,1591.0,1251.0,4.0,3
247,3,118000.0,21270.0,54000.0,2016,0,38646.0,56956.0,1647.0,1998.0,1540.0,3.0,1
249,34,61200.0,9000.0,43000.0,2018,0,13305.0,30209.0,2375.0,1198.0,1048.0,1.0,0
250,20,122000.0,16500.0,58000.0,2018,0,18121.0,28457.0,2191.0,1591.0,1287.0,2.0,3
253,3,91800.0,16600.0,74300.0,2016,0,30895.0,53001.0,1671.0,1499.0,1430.0,2.0,4
254,50,165800.0,19960.0,56400.0,2018,0,38330.0,48209.0,2592.0,1969.0,1899.0,2.0,4
256,46,79800.0,13500.0,61666.0,2016,0,22954.0,50621.0,1830.0,2498.0,1684.0,2.0,4
257,14,63800.0,9700.0,50000.0,2018,0,15715.0,37000.0,2280.0,1318.0,1052.0,1.0,0
258,14,75880.0,9520.0,25100.0,2019,0,16105.0,27000.0,2765.0,1317.0,1030.0,1.0,0
260,16,45800.0,9590.0,160000.0,2015,0,15245.0,51000.0,1125.0,1591.0,1292.0,2.0,3
264,31,195800.0,19560.0,9973.0,2020,0,36865.0,39500.0,2928.0,1332.0,1555.0,1.0,4
266,48,29000.0,8460.0,175000.0,2010,0,16680.0,16095.0,1247.0,1598.0,1195.0,5.0,3
267,31,273800.0,25860.0,9400.0,2021,0,54232.0,46790.0,3350.0,1991.0,1755.0,1.0,4
269,3,128888.0,15600.0,50000.0,2018,0,37835.0,31001.0,2463.0,1499.0,1415.0,1.0,4
270,3,76800.0,15960.0,116000.0,2015,0,27677.0,46970.0,1461.0,1499.0,1425.0,3.0,1
271,38,381800.0,37470.0,32470.0,2020,0,94160.0,34900.0,3016.0,2995.0,2060.0,1.0,4
272,20,62800.0,10620.0,48302.0,2016,0,17723.0,51765.0,1833.0,1591.0,1295.0,1.0,3
273,38,175888.0,18820.0,120000.0,2011,0,147965.0,57955.0,3407.0,4806.0,2245.0,3.0,4
276,3,150800.0,14890.0,10200.0,2020,0,35079.0,39500.0,3165.0,1499.0,1430.0,1.0,4
277,31,77800.0,9060.0,141000.0,2010,0,31893.0,33140.0,3108.0,1597.0,1500.0,4.0,1
279,31,46888.0,34930.0,102588.0,2012,0,34082.0,69000.0,31.0,1595.0,1505.0,2.0,5
280,40,72800.0,10250.0,72121.0,2018,0,19990.0,37000.0,2224.0,1197.0,1315.0,1.0,3
281,3,133000.0,17090.0,29300.0,2018,0,39816.0,32551.0,2317.0,1998.0,1460.0,1.0,4
284,27,210000.0,35020.0,55500.0,2015,0,91849.0,55089.0,1462.0,2979.0,1850.0,2.0,1
285,41,569000.0,91010.0,29400.0,2008,0,592131.0,38712.0,2259.0,6749.0,2670.0,6.0,1
286,3,122800.0,12810.0,158000.0,2011,0,71805.0,58124.0,3473.0,2996.0,1855.0,2.0,1
287,48,63800.0,8190.0,136110.0,2009,0,22003.0,39313.0,2827.0,1987.0,1380.0,5.0,2
288,31,85800.0,9360.0,171135.0,2010,0,53923.0,47316.0,3323.0,1796.0,1615.0,2.0,1
293,34,55777.0,9450.0,54000.0,2017,0,13758.0,41761.0,2042.0,1198.0,1048.0,1.0,0
295,31,155800.0,20390.0,27000.0,2016,0,47935.0,39903.0,2257.0,1991.0,1605.0,1.0,1
296,31,116800.0,20120.0,88000.0,2016,0,31872.0,38610.0,1460.0,1991.0,1490.0,1.0,1
297,20,48800.0,9810.0,142000.0,2016,0,13941.0,47889.0,1553.0,1591.0,1295.0,1.0,3
298,17,144800.0,17130.0,42716.0,2018,0,38128.0,43102.0,2589.0,1997.0,1830.0,1.0,4
302,31,212800.0,19970.0,9828.0,2020,0,40305.0,56001.0,3442.0,1991.0,1490.0,1.0,5
304,29,66000.0,12050.0,70000.0,2016,0,23472.0,57903.0,1618.0,1998.0,1454.0,1.0,1
309,34,182800.0,19350.0,6000.0,2019,0,52458.0,39700.0,2804.0,3696.0,1583.0,2.0,5
310,26,87888.0,8930.0,103000.0,2012,0,29295.0,50570.0,3564.0,1598.0,1155.0,4.0,5
312,34,49888.0,9730.0,38000.0,2016,0,14938.0,50101.0,1460.0,1198.0,1081.0,1.0,0
313,31,165800.0,16740.0,23106.0,2019,0,32615.0,32801.0,3197.0,1332.0,1385.0,1.0,1
316,49,78000.0,8140.0,127000.0,2011,0,26195.0,46704.0,3473.0,1390.0,1285.0,5.0,5
317,48,63800.0,11560.0,57122.0,2016,0,20432.0,53001.0,1674.0,1797.0,1350.0,2.0,2
318,2,219800.0,28380.0,35350.0,2018,0,64170.0,38501.0,2251.0,2995.0,1735.0,2.0,5
320,48,89888.0,19840.0,123740.0,2015,0,33789.0,61010.0,1277.0,2493.0,1980.0,4.0,2
321,14,81800.0,8970.0,18000.0,2019,0,16355.0,40556.0,3199.0,1317.0,1030.0,1.0,0
322,3,298800.0,29440.0,24999.0,2019,0,83681.0,34900.0,2922.0,1998.0,1765.0,1.0,1
323,3,135500.0,14010.0,118800.0,2011,0,53446.0,60586.0,3504.0,1997.0,1725.0,4.0,6
324,49,69800.0,13100.0,61000.0,2016,0,23781.0,50951.0,1706.0,1395.0,1249.0,2.0,0
325,2,119800.0,11940.0,19000.0,2019,0,22279.0,44589.0,3285.0,999.0,1280.0,2.0,1
327,48,52800.0,10170.0,85000.0,2016,0,16800.0,52301.0,1580.0,1598.0,1205.0,2.0,3
328,3,99800.0,21610.0,70000.0,2014,0,52523.0,78004.0,1164.0,1997.0,1530.0,2.0,1
329,49,170988.0,16420.0,9000.0,2020,0,33763.0,60001.0,3352.0,1395.0,1660.0,1.0,4
330,14,46800.0,12590.0,65000.0,2015,0,19587.0,65001.0,1133.0,1497.0,1160.0,1.0,2
331,48,105000.0,15590.0,86000.0,2017,0,33308.0,50001.0,1982.0,1998.0,1695.0,2.0,4
332,48,82888.0,15390.0,83419.0,2016,0,30885.0,57508.0,1584.0,1986.0,1610.0,1.0,4
333,31,85800.0,8720.0,115600.0,2011,0,31076.0,50570.0,3564.0,1597.0,1500.0,3.0,1
334,3,62800.0,19100.0,123000.0,2013,0,46962.0,79000.0,370.0,1997.0,1615.0,2.0,1
335,31,227800.0,21510.0,88.0,2020,0,39503.0,61001.0,3439.0,1332.0,1690.0,1.0,4
336,2,141800.0,23600.0,37782.0,2015,0,50751.0,53001.0,1678.0,1984.0,1410.0,2.0,5
337,3,162800.0,14220.0,30.0,2021,0,36862.0,83889.0,3290.0,1499.0,1505.0,1.0,2
338,18,201800.0,19720.0,12800.0,2019,0,35398.0,62100.0,3347.0,1997.0,1679.0,1.0,1
340,26,103888.0,11330.0,110000.0,2011,0,31917.0,42283.0,3323.0,1598.0,1190.0,3.0,5
341,29,78800.0,13340.0,93000.0,2016,0,27866.0,56410.0,1706.0,1998.0,1528.0,1.0,4
342,38,165000.0,18370.0,60000.0,2010,0,105957.0,45586.0,2959.0,3605.0,1760.0,3.0,5
344,48,58000.0,12740.0,92000.0,2015,0,19953.0,58801.0,1370.0,1798.0,1360.0,3.0,2
345,31,82800.0,19670.0,110000.0,2015,0,40075.0,68668.0,1161.0,1991.0,1465.0,2.0,1
346,2,114000.0,20260.0,90000.0,2015,0,54254.0,50089.0,1099.0,1984.0,1730.0,2.0,1
347,31,794988.0,69540.0,85.0,2020,0,149474.0,82801.0,3533.0,3982.0,2560.0,1.0,4
351,26,186900.0,21180.0,11888.0,2019,0,40707.0,40001.0,2773.0,1998.0,1255.0,1.0,5
352,3,142800.0,22130.0,87000.0,2017,0,49363.0,53300.0,1830.0,1998.0,1540.0,1.0,1
355,20,17700.0,7920.0,149296.0,2009,0,11851.0,13943.0,794.0,1591.0,1251.0,5.0,3
356,38,159000.0,22180.0,122000.0,2009,0,78578.0,35411.0,2593.0,3436.0,1455.0,6.0,5
357,48,130800.0,14630.0,59000.0,2019,0,30808.0,39700.0,2799.0,1998.0,1695.0,1.0,4
361,31,113800.0,16170.0,41000.0,2017,0,28949.0,41761.0,2199.0,1595.0,1430.0,2.0,1
362,31,87888.0,19730.0,107521.0,2015,0,39853.0,75002.0,1217.0,1595.0,1425.0,1.0,1
363,18,73488.0,17270.0,120000.0,2013,0,50957.0,65001.0,857.0,1999.0,1873.0,2.0,1
366,3,176800.0,20190.0,17124.0,2019,0,51243.0,43102.0,2592.0,1998.0,1470.0,1.0,1
367,32,68944.0,12530.0,84100.0,2016,0,23922.0,56500.0,1613.0,2360.0,1530.0,1.0,4
374,14,116800.0,17990.0,180000.0,2008,1,26607.0,34991.0,2345.0,1998.0,1270.0,5.0,5
375,39,35800.0,7830.0,104000.0,2011,1,11622.0,23352.0,1643.0,1597.0,1422.0,1.0,2
376,31,86800.0,15100.0,47268.0,2016,0,25411.0,48209.0,1497.0,1595.0,1395.0,2.0,0
377,32,55500.0,12280.0,118000.0,2015,0,20152.0,61010.0,1343.0,2360.0,1530.0,2.0,4
378,20,80800.0,9930.0,48000.0,2018,0,18515.0,23568.0,2618.0,1591.0,1287.0,1.0,3
381,46,51888.0,11410.0,141000.0,2015,0,14573.0,60001.0,1100.0,1995.0,1566.0,2.0,4
383,38,196800.0,28970.0,80000.0,2017,0,63500.0,50526.0,1923.0,1984.0,1845.0,2.0,4
385,1,285000.0,59650.0,43000.0,2012,0,153179.0,72002.0,970.0,4735.0,1610.0,3.0,5
387,34,83800.0,12100.0,145000.0,2009,0,49246.0,31335.0,2199.0,3696.0,1505.0,5.0,5
389,19,116000.0,14030.0,36000.0,2018,0,32759.0,33989.0,2197.0,1368.0,1683.0,3.0,4
390,48,71000.0,30100.0,108000.0,2012,0,50916.0,83001.0,463.0,3456.0,1980.0,2.0,2
391,31,63998.0,21980.0,98110.0,2013,0,52104.0,77100.0,554.0,1991.0,1680.0,2.0,1
392,14,57888.0,15080.0,134246.0,2014,0,26848.0,74000.0,736.0,2356.0,1855.0,2.0,2
393,32,93800.0,13920.0,68313.0,2017,0,19009.0,42322.0,2198.0,1998.0,1480.0,1.0,4
397,32,76800.0,8480.0,18800.0,2020,0,14579.0,35990.0,3190.0,1193.0,945.0,1.0,3
399,29,52800.0,6830.0,167000.0,2009,0,20080.0,32416.0,2795.0,1598.0,1275.0,4.0,3
400,17,86888.0,13420.0,51054.0,2016,0,32532.0,48209.0,1832.0,1991.0,1644.0,2.0,1
402,14,65888.0,11370.0,53000.0,2016,0,21427.0,46489.0,1920.0,1496.0,1190.0,1.0,4
403,47,57800.0,8060.0,138000.0,2009,0,19996.0,35411.0,2593.0,1995.0,1555.0,3.0,4
405,48,141800.0,14420.0,34368.0,2019,0,30808.0,40690.0,3139.0,1998.0,1695.0,1.0,4
406,3,218800.0,21720.0,29888.0,2018,0,67279.0,37500.0,2585.0,1998.0,1615.0,1.0,1
408,14,81800.0,9150.0,20000.0,2020,0,16571.0,35710.0,3107.0,1318.0,1052.0,1.0,0
410,26,57800.0,9240.0,141000.0,2008,0,36601.0,38192.0,2259.0,1598.0,1155.0,5.0,5
412,20,38800.0,8660.0,110200.0,2011,0,12664.0,23179.0,1612.0,1591.0,1261.0,3.0,0
416,38,750000.0,87400.0,6900.0,2018,0,185836.0,32001.0,2465.0,3996.0,1413.0,2.0,5
418,18,121800.0,14800.0,64000.0,2014,0,63278.0,53001.0,1922.0,1999.0,1873.0,1.0,1
419,29,57800.0,10710.0,69000.0,2016,0,17592.0,48000.0,1739.0,1496.0,1321.0,1.0,3
424,23,71800.0,9360.0,129577.0,2010,0,41626.0,37502.0,2774.0,2500.0,1625.0,5.0,1
426,31,59500.0,10900.0,151000.0,2007,0,50322.0,50972.0,1978.0,1796.0,1415.0,5.0,5
430,14,90800.0,10930.0,17000.0,2019,0,22185.0,26999.0,2797.0,1496.0,1130.0,1.0,6
432,31,226000.0,21830.0,9900.0,2020,0,38785.0,60109.0,3378.0,1991.0,1721.0,1.0,4
433,16,91800.0,9920.0,4128.0,2020,0,21214.0,23609.0,2925.0,1598.0,1280.0,1.0,3
434,31,116800.0,19750.0,95000.0,2016,0,36219.0,46229.0,1492.0,1595.0,1425.0,2.0,1
437,31,63500.0,14820.0,78650.0,2015,0,22896.0,58700.0,1314.0,1595.0,1395.0,2.0,0
438,14,79800.0,11890.0,22000.0,2018,0,21663.0,39903.0,2258.0,1496.0,1190.0,1.0,4
440,48,49800.0,11360.0,79000.0,2015,0,19589.0,56209.0,1280.0,1598.0,1205.0,2.0,3
442,31,239000.0,26540.0,15047.0,2019,0,45031.0,30890.0,2589.0,1991.0,1590.0,1.0,1
444,34,49800.0,12030.0,122800.0,2015,0,18413.0,57498.0,1283.0,1197.0,1285.0,1.0,4
449,29,127800.0,17580.0,31000.0,2018,0,32885.0,38039.0,2256.0,2488.0,1898.0,1.0,4
450,3,176888.0,16080.0,1600.0,2021,0,40515.0,61001.0,3438.0,1499.0,1435.0,1.0,4
451,2,65800.0,14710.0,34001.0,2015,0,26909.0,56989.0,1373.0,1395.0,1300.0,1.0,0
454,32,60800.0,8490.0,48000.0,2018,0,13443.0,23568.0,2197.0,1193.0,940.0,1.0,3
455,16,48888.0,6830.0,98000.0,2009,0,11706.0,26175.0,2590.0,1591.0,1264.0,4.0,3
457,48,128800.0,15790.0,103500.0,2018,0,34487.0,31001.0,2193.0,2362.0,1775.0,1.0,2
458,14,81988.0,10760.0,73000.0,2018,0,21802.0,30209.0,2374.0,1496.0,1200.0,2.0,4
459,47,60888.0,8500.0,125000.0,2009,0,15679.0,26175.0,2593.0,1586.0,1100.0,3.0,0
462,31,148800.0,14820.0,21669.0,2020,0,31771.0,40714.0,3198.0,1332.0,1380.0,1.0,1
464,14,189988.0,16970.0,25.0,2020,0,38827.0,88000.0,3561.0,1496.0,1590.0,1.0,4
466,48,67998.0,11630.0,56317.0,2016,0,19675.0,46229.0,1497.0,1797.0,1360.0,1.0,2
469,29,68800.0,10000.0,143000.0,2007,0,26846.0,31335.0,2192.0,1998.0,1140.0,5.0,5
470,2,114800.0,13370.0,138000.0,2010,0,52880.0,34935.0,3108.0,1984.0,1315.0,3.0,5
471,31,135800.0,16100.0,42000.0,2019,0,27705.0,26999.0,2714.0,1595.0,1435.0,1.0,4
472,31,47800.0,8610.0,140000.0,2007,0,52852.0,50355.0,2012.0,2497.0,1605.0,2.0,1
474,3,119800.0,13820.0,67500.0,2010,0,81703.0,38216.0,3139.0,2979.0,1895.0,3.0,1
475,3,246000.0,24290.0,11600.0,2020,0,62541.0,34989.0,3047.0,1998.0,1720.0,2.0,1
479,34,45800.0,12000.0,108708.0,2014,0,23278.0,73900.0,1003.0,1997.0,1470.0,1.0,1
480,31,122800.0,18250.0,16339.0,2017,0,32754.0,57501.0,2101.0,1991.0,1465.0,2.0,1
485,48,210888.0,19460.0,69.0,2020,0,41249.0,64700.0,3473.0,2493.0,1920.0,1.0,2
486,21,588000.0,120500.0,53999.0,2014,0,281890.0,71300.0,738.0,5204.0,1532.0,3.0,5
489,49,53800.0,11360.0,123000.0,2011,0,25437.0,23883.0,1702.0,1390.0,1285.0,2.0,5
490,29,58888.0,9740.0,61000.0,2017,0,14145.0,46778.0,2010.0,1496.0,1102.0,1.0,3
491,38,550000.0,57090.0,5200.0,2019,0,122177.0,40009.0,2594.0,2981.0,1505.0,1.0,5
492,27,355800.0,35350.0,40800.0,2019,0,80927.0,35889.0,3042.0,2979.0,2109.0,2.0,4
495,48,53800.0,11180.0,56345.0,2015,0,17804.0,43000.0,1465.0,1598.0,1205.0,1.0,3
496,30,458800.0,172080.0,52000.0,2013,0,291494.0,88002.0,639.0,3798.0,1549.0,5.0,5
498,31,129800.0,29950.0,102432.0,2014,0,51376.0,76612.0,1186.0,1991.0,1585.0,2.0,5
499,3,228399.0,21520.0,38.0,2021,0,46074.0,62000.0,3380.0,1998.0,1685.0,1.0,4
503,23,152800.0,18070.0,60000.0,2019,0,39999.0,41000.0,2588.0,2487.0,1620.0,3.0,1
504,14,23800.0,9960.0,147000.0,2008,0,25630.0,15256.0,859.0,1595.0,1220.0,3.0,3
506,31,201800.0,20450.0,26000.0,2020,0,46157.0,37102.0,3071.0,1332.0,1610.0,1.0,4
509,26,49000.0,13980.0,127978.0,2015,0,19832.0,61000.0,1191.0,1198.0,1120.0,2.0,0
510,3,47000.0,16880.0,130000.0,2013,0,31973.0,79000.0,400.0,1598.0,1405.0,4.0,1
515,23,123800.0,23750.0,76596.0,2015,0,50003.0,50089.0,1099.0,1998.0,1890.0,1.0,4
516,49,51288.0,10050.0,73400.0,2015,0,17516.0,47020.0,1522.0,1390.0,1417.0,2.0,3
517,3,158800.0,26750.0,83500.0,2015,0,80615.0,61103.0,1342.0,2998.0,1770.0,1.0,1
523,49,67800.0,7610.0,172388.0,2010,0,18690.0,38137.0,2924.0,1390.0,1536.0,5.0,2
526,3,155800.0,22320.0,49904.0,2017,0,46309.0,57414.0,2067.0,1998.0,1715.0,1.0,5
528,31,54500.0,22940.0,90000.0,2013,0,26887.0,85000.0,404.0,1595.0,1395.0,2.0,0
529,36,49800.0,8460.0,64403.0,2017,0,12298.0,36001.0,2035.0,1329.0,915.0,1.0,3
531,2,55000.0,15490.0,78000.0,2013,0,39182.0,70002.0,791.0,1984.0,1565.0,2.0,1
534,16,66800.0,14000.0,33000.0,2016,0,18499.0,38927.0,1498.0,1999.0,1540.0,1.0,4
536,14,39800.0,8230.0,119386.0,2009,0,19656.0,25285.0,1739.0,1339.0,1090.0,4.0,0
537,31,151800.0,27280.0,81000.0,2014,0,97016.0,72890.0,733.0,2996.0,1935.0,2.0,1
540,3,45000.0,29240.0,137000.0,2012,0,41446.0,92100.0,278.0,1997.0,1610.0,1.0,1
541,38,133800.0,32700.0,89000.0,2013,0,79909.0,67304.0,824.0,3598.0,2105.0,3.0,4
542,26,105800.0,13630.0,27300.0,2018,0,27288.0,32551.0,2403.0,1499.0,1135.0,2.0,0
543,14,62500.0,11190.0,98000.0,2016,0,19689.0,53000.0,1702.0,1597.0,1249.0,2.0,3
545,40,148000.0,18690.0,47000.0,2018,0,30425.0,35403.0,2223.0,1798.0,1430.0,1.0,5
546,19,106800.0,14230.0,63000.0,2018,0,34441.0,38801.0,2220.0,1368.0,1683.0,2.0,4
548,20,90800.0,9950.0,18645.0,2020,0,17266.0,40556.0,2921.0,998.0,1185.0,1.0,4
550,18,209999.0,20730.0,14000.0,2019,0,40104.0,51900.0,2955.0,1997.0,1777.0,1.0,1
552,50,148800.0,16790.0,59000.0,2019,0,37674.0,37912.0,2742.0,1969.0,1605.0,2.0,1
553,49,118988.0,11390.0,12000.0,2021,0,21151.0,46689.0,3443.0,999.0,1190.0,1.0,0
557,29,44800.0,9740.0,82000.0,2016,0,14363.0,46009.0,1492.0,1496.0,1079.0,2.0,3
559,29,63800.0,11220.0,71800.0,2016,0,19736.0,51109.0,1739.0,1998.0,1535.0,2.0,2
560,14,95555.0,10900.0,22404.0,2019,0,20086.0,32000.0,2825.0,1597.0,1237.0,1.0,3
562,31,293800.0,35580.0,96888.0,2017,0,103942.0,45289.0,2196.0,2996.0,1955.0,1.0,1
565,46,72388.0,13240.0,109000.0,2016,0,20817.0,56410.0,1679.0,1998.0,1682.0,1.0,4
566,2,74800.0,13010.0,76500.0,2017,0,24456.0,52000.0,1859.0,999.0,1280.0,1.0,1
567,31,81800.0,18900.0,90000.0,2014,0,46713.0,76889.0,766.0,1991.0,1680.0,3.0,1
568,3,55888.0,26000.0,163000.0,2013,0,41706.0,75000.0,464.0,1997.0,1610.0,2.0,1
571,14,69800.0,11670.0,67000.0,2016,0,21026.0,42900.0,1980.0,1496.0,1190.0,2.0,4
572,47,79800.0,10140.0,49500.0,2019,0,14654.0,25689.0,2586.0,998.0,940.0,2.0,0
573,14,73800.0,11790.0,113832.0,2017,0,20480.0,51106.0,1951.0,1597.0,1249.0,1.0,3
574,31,209000.0,36750.0,26943.0,2016,0,71668.0,46502.0,1551.0,2996.0,2180.0,1.0,4
575,31,35800.0,22840.0,78000.0,2012,0,32915.0,71001.0,32.0,1595.0,1505.0,2.0,5
579,3,65000.0,17560.0,106000.0,2013,0,46956.0,70002.0,791.0,1997.0,1615.0,2.0,1
580,2,125800.0,19650.0,56800.0,2017,0,39636.0,47501.0,1919.0,1984.0,1535.0,1.0,1
583,3,138588.0,16600.0,37089.0,2018,0,37835.0,32909.0,2224.0,1499.0,1415.0,1.0,4
584,20,46100.0,6370.0,136000.0,2009,1,13147.0,27886.0,2620.0,1591.0,1227.0,4.0,3
585,4,635800.0,76150.0,38488.0,2016,0,242382.0,52000.0,2044.0,5950.0,2440.0,3.0,4
586,31,136800.0,20750.0,61500.0,2017,0,39354.0,49802.0,1978.0,1595.0,1505.0,2.0,5
587,20,71888.0,10670.0,48000.0,2017,0,15280.0,36810.0,2195.0,1591.0,1295.0,1.0,3
588,31,168800.0,16560.0,5000.0,2020,0,34175.0,43501.0,2952.0,1497.0,1505.0,1.0,1
594,48,90500.0,13630.0,90000.0,2016,0,28476.0,50101.0,1983.0,1986.0,1580.0,1.0,4
595,23,106800.0,16290.0,107000.0,2016,0,36191.0,55000.0,1893.0,2494.0,1615.0,2.0,1
596,31,86800.0,17910.0,87000.0,2015,0,29396.0,51301.0,1461.0,1595.0,1430.0,2.0,1
597,38,378000.0,41670.0,24000.0,2018,0,118838.0,31000.0,2460.0,2995.0,1815.0,1.0,5
598,38,838000.0,73770.0,4000.0,2020,0,203617.0,49489.0,3287.0,3745.0,1715.0,1.0,5
600,3,126888.0,22430.0,93888.0,2015,0,35016.0,55201.0,1705.0,2979.0,1450.0,2.0,5
603,31,223800.0,20090.0,868.0,2021,0,40971.0,82001.0,3289.0,1332.0,1425.0,1.0,1
605,31,117800.0,17840.0,43300.0,2017,0,37239.0,55414.0,1946.0,1595.0,1425.0,1.0,1
607,18,107500.0,14110.0,37000.0,2017,0,36829.0,38801.0,2195.0,1998.0,1679.0,1.0,1
608,48,56888.0,8220.0,109000.0,2009,0,18803.0,31335.0,2199.0,1794.0,1310.0,3.0,2
610,48,17300.0,8410.0,146670.0,2009,0,13472.0,12763.0,730.0,1497.0,1110.0,4.0,3
612,25,123800.0,12840.0,25000.0,2020,0,19388.0,49500.0,2925.0,1490.0,1563.0,1.0,4
613,31,118000.0,12990.0,124000.0,2011,0,84046.0,47701.0,3294.0,3498.0,1735.0,4.0,1
614,48,71800.0,18970.0,131000.0,2014,0,45465.0,73810.0,823.0,3456.0,1990.0,2.0,2
615,49,70800.0,12110.0,54533.0,2016,0,20325.0,50101.0,1953.0,1395.0,1249.0,1.0,0
618,49,61888.0,12170.0,96000.0,2015,0,20402.0,50000.0,1673.0,1395.0,1249.0,2.0,0
619,27,155000.0,41830.0,46337.0,2013,0,106911.0,87001.0,610.0,4244.0,1880.0,2.0,5
621,48,63800.0,9710.0,136852.0,2008,0,29504.0,33377.0,2373.0,2362.0,1770.0,4.0,2
622,32,60800.0,8900.0,54264.0,2018,0,13480.0,33798.0,2376.0,1193.0,940.0,1.0,3
623,38,188800.0,58460.0,85000.0,2012,0,79755.0,65501.0,796.0,2706.0,1415.0,3.0,5
627,29,35800.0,11570.0,129000.0,2014,0,16912.0,67089.0,1004.0,1496.0,1339.0,2.0,3
630,14,17500.0,11150.0,240000.0,2008,0,18625.0,16170.0,549.0,1595.0,1220.0,5.0,3
633,31,56800.0,17300.0,90000.0,2014,0,27318.0,63880.0,979.0,1595.0,1430.0,1.0,1
638,20,21800.0,13820.0,103000.0,2012,0,13236.0,64209.0,400.0,1591.0,1261.0,3.0,0
639,38,685988.0,61840.0,652.0,2020,0,145463.0,62100.0,3346.0,2981.0,1650.0,1.0,5
642,14,44800.0,7170.0,131207.0,2008,0,11798.0,38192.0,2258.0,1339.0,1070.0,2.0,0
643,48,63800.0,9270.0,100000.0,2018,0,13707.0,37000.0,2220.0,1496.0,1085.0,1.0,3
646,48,62600.0,15510.0,83000.0,2014,0,31026.0,73990.0,739.0,2362.0,1790.0,2.0,2
647,31,213800.0,35710.0,60013.0,2015,0,97869.0,61103.0,1101.0,2996.0,1935.0,3.0,1
650,47,27300.0,9350.0,106000.0,2010,0,16023.0,16184.0,739.0,1586.0,1100.0,3.0,0
652,14,7800.0,9680.0,164888.0,2007,0,20799.0,25925.0,279.0,1799.0,1370.0,4.0,2
653,40,59800.0,37270.0,89500.0,2012,1,30170.0,65001.0,397.0,1998.0,1379.0,3.0,5
