,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,MILEAGE_KM,MANUFACTURED_YEAR,TRANSMISSION,OMV,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
4332,14,48800.0,10510.0,108000.0,2015,0,18174.0,43000.0,1465.0,1497.0,1096.0,1.0,3
4334,13,75800.0,10630.0,69000.0,2017,0,19324.0,38389.0,2258.0,999.0,1327.0,2.0,0
4335,14,81800.0,11040.0,23000.0,2018,0,21953.0,25501.0,2468.0,1496.0,1190.0,1.0,4
4339,32,44800.0,9890.0,125800.0,2015,0,12268.0,57301.0,1100.0,1590.0,1289.0,1.0,3
4340,34,76800.0,8670.0,9500.0,2020,0,13641.0,37766.0,3101.0,1198.0,1048.0,1.0,0
4341,50,74800.0,13660.0,109350.0,2016,0,26661.0,49156.0,1584.0,1969.0,1557.0,2.0,1
4342,35,54800.0,14590.0,60000.0,2013,0,36547.0,67334.0,828.0,1598.0,1658.0,3.0,5
4347,48,58800.0,11330.0,86000.0,2016,0,19990.0,53694.0,1559.0,1598.0,1215.0,2.0,3
4348,48,51800.0,10260.0,55399.0,2016,0,17982.0,47300.0,1521.0,1598.0,1205.0,1.0,3
4349,48,110800.0,20880.0,82197.0,2015,0,37742.0,49000.0,1523.0,2493.0,2010.0,2.0,2
4352,31,33000.0,25940.0,145000.0,2012,0,36429.0,66889.0,184.0,1595.0,1505.0,4.0,5
4353,35,61500.0,11810.0,108000.0,2016,0,19640.0,50951.0,1495.0,999.0,1203.0,2.0,6
4354,48,12998.0,8740.0,143778.0,2008,0,15727.0,17099.0,520.0,1496.0,1200.0,2.0,3
4355,31,362988.0,35390.0,652.0,2020,0,65444.0,46002.0,2952.0,1991.0,1660.0,1.0,5
4356,26,89000.0,19980.0,55239.0,2015,0,27128.0,55001.0,1372.0,1998.0,1240.0,2.0,5
4357,14,60888.0,9250.0,170000.0,2008,0,18382.0,33377.0,2376.0,1799.0,1350.0,4.0,2
4362,14,25800.0,10470.0,148000.0,2009,0,31153.0,19968.0,885.0,2354.0,1680.0,3.0,2
4364,14,49822.0,7470.0,150000.0,2008,0,22306.0,30284.0,2409.0,1497.0,1080.0,2.0,0
4366,32,93800.0,12370.0,47723.0,2018,0,22497.0,31307.0,2405.0,1499.0,1490.0,1.0,4
4367,14,68555.0,13120.0,57000.0,2016,0,20697.0,48000.0,1739.0,1496.0,1190.0,1.0,4
4371,14,80800.0,13610.0,88000.0,2016,0,27853.0,51109.0,1490.0,1498.0,1324.0,1.0,3
4373,3,140800.0,16310.0,92000.0,2010,0,87285.0,38216.0,3135.0,3999.0,1600.0,5.0,5
4374,13,178000.0,29640.0,43000.0,2016,1,55280.0,53001.0,1736.0,4951.0,1734.0,1.0,5
4375,34,59800.0,11950.0,84815.0,2016,0,18689.0,53000.0,1613.0,1197.0,1285.0,1.0,4
4379,48,51800.0,7230.0,138200.0,2009,0,17853.0,26175.0,2593.0,1598.0,1195.0,5.0,3
4380,3,116800.0,24810.0,74000.0,2013,0,85073.0,70002.0,796.0,2979.0,1750.0,3.0,1
4383,31,195888.0,22800.0,50100.0,2018,0,55147.0,36961.0,2563.0,1991.0,1760.0,2.0,4
4384,38,308888.0,42590.0,77254.0,2008,0,156576.0,39563.0,2624.0,3800.0,1585.0,4.0,5
4385,3,125000.0,16090.0,43000.0,2018,0,35811.0,32551.0,2342.0,1499.0,1430.0,1.0,4
4387,3,162500.0,14190.0,28.0,2021,0,36862.0,83889.0,3290.0,1499.0,1505.0,1.0,2
4389,31,85800.0,10650.0,128000.0,2009,0,47588.0,35416.0,2929.0,1796.0,1580.0,4.0,5
4392,35,56988.0,9810.0,80000.0,2017,0,19155.0,36001.0,2013.0,999.0,1188.0,1.0,3
4394,32,66800.0,7780.0,124118.0,2010,0,16837.0,33140.0,3108.0,1499.0,1313.0,4.0,3
4396,3,136800.0,28070.0,50186.0,2016,0,39099.0,48002.0,1464.0,2979.0,1470.0,2.0,5
4397,3,160800.0,15330.0,10000.0,2020,0,42024.0,49500.0,3197.0,1998.0,1485.0,2.0,4
4398,20,63800.0,9440.0,45483.0,2017,0,11398.0,38830.0,2223.0,1591.0,1295.0,2.0,3
4400,2,92800.0,12930.0,66600.0,2018,0,24716.0,37000.0,2222.0,999.0,1280.0,1.0,1
4404,38,346800.0,40520.0,35000.0,2018,0,86586.0,33689.0,2229.0,2995.0,1985.0,1.0,4
4405,48,64800.0,14860.0,103600.0,2015,0,24656.0,61010.0,1312.0,1986.0,1580.0,2.0,4
4409,48,40888.0,10900.0,90000.0,2013,0,16531.0,62000.0,764.0,1495.0,1105.0,2.0,2
4410,14,19888.0,9550.0,249000.0,2009,0,20033.0,12763.0,739.0,1339.0,1090.0,2.0,0
4412,49,65800.0,7240.0,114000.0,2010,0,24819.0,41397.0,3294.0,1390.0,1285.0,3.0,5
4413,3,95800.0,10740.0,139261.0,2011,0,43693.0,42683.0,2929.0,2497.0,1650.0,4.0,1
4414,14,57000.0,11920.0,58500.0,2016,0,20820.0,49156.0,1644.0,1496.0,1195.0,2.0,6
4415,3,70800.0,18100.0,109118.0,2013,0,45945.0,69001.0,886.0,1997.0,1615.0,1.0,1
4416,32,22888.0,11510.0,149000.0,2008,0,22980.0,15967.0,399.0,1998.0,1427.0,3.0,3
4419,38,329000.0,37290.0,32000.0,2018,0,91997.0,33689.0,2228.0,2995.0,1940.0,2.0,4
4420,14,66000.0,11580.0,86000.0,2016,0,20440.0,50951.0,1730.0,1597.0,1249.0,4.0,3
4421,31,259800.0,27360.0,32500.0,2018,0,81032.0,35906.0,2676.0,2996.0,1735.0,2.0,6
4422,49,96800.0,13190.0,50000.0,2017,0,27086.0,38501.0,2251.0,1395.0,1288.0,1.0,2
4424,49,81800.0,8310.0,103000.0,2011,0,34860.0,50570.0,3564.0,1390.0,1503.0,2.0,5
4425,29,63800.0,9660.0,50000.0,2018,0,16867.0,38001.0,2257.0,1496.0,1102.0,1.0,3
4429,38,205000.0,36520.0,78000.0,2007,0,122214.0,50451.0,2044.0,3824.0,1460.0,4.0,5
4430,31,52800.0,20900.0,93000.0,2013,0,45614.0,62000.0,456.0,1991.0,1655.0,2.0,1
4431,31,123800.0,18590.0,29090.0,2017,0,37239.0,54406.0,1983.0,1595.0,1425.0,1.0,1
4433,48,72800.0,11470.0,41000.0,2017,0,19955.0,52751.0,1976.0,1798.0,1355.0,1.0,2
4435,31,67000.0,20780.0,119999.0,2013,0,45943.0,77501.0,399.0,1991.0,1655.0,1.0,1
4436,49,77800.0,10800.0,33645.0,2018,0,17009.0,32699.0,2318.0,999.0,1257.0,1.0,0
4437,34,12500.0,7910.0,100000.0,2008,0,18664.0,16170.0,553.0,1498.0,1110.0,2.0,3
4438,31,147800.0,21690.0,90000.0,2017,0,42215.0,49000.0,2042.0,1991.0,1705.0,1.0,4
4439,47,88888.0,13270.0,167000.0,2008,1,11694.0,29670.0,2438.0,658.0,800.0,2.0,3
4441,48,52494.0,15300.0,120000.0,2014,0,31184.0,65501.0,824.0,2362.0,1790.0,2.0,2
4442,2,63939.0,15370.0,96000.0,2014,0,38530.0,74000.0,1006.0,1984.0,1565.0,1.0,1
4445,2,678888.0,64270.0,5000.0,2020,0,133253.0,49001.0,2926.0,5204.0,1770.0,2.0,5
4446,14,96888.0,11250.0,53900.0,2019,0,20084.0,30009.0,2800.0,1597.0,1237.0,1.0,3
4447,16,44800.0,10330.0,85000.0,2015,0,17206.0,57498.0,1245.0,1591.0,1210.0,2.0,0
4449,48,161800.0,18420.0,13802.0,2019,0,34487.0,41001.0,2800.0,2362.0,1775.0,1.0,2
4452,13,47800.0,12650.0,120000.0,2014,0,24651.0,70890.0,971.0,1999.0,1727.0,2.0,2
4453,2,168800.0,20160.0,50000.0,2018,0,45557.0,34509.0,2222.0,1984.0,1795.0,1.0,4
4455,29,62388.0,10870.0,39000.0,2017,0,19206.0,51765.0,1855.0,1496.0,1331.0,1.0,3
4459,14,71777.0,9170.0,158000.0,2009,0,23808.0,39313.0,2831.0,1799.0,1410.0,4.0,4
4460,31,105800.0,16910.0,64500.0,2016,0,29877.0,47501.0,1949.0,1595.0,1395.0,1.0,1
4461,38,478988.0,43110.0,652.0,2021,0,96287.0,59501.0,3435.0,2995.0,2060.0,1.0,4
4462,3,79800.0,9610.0,153000.0,2010,0,28525.0,33568.0,3018.0,1995.0,1455.0,3.0,4
4464,11,318000.0,55350.0,51000.0,2007,0,263107.0,50168.0,2071.0,5748.0,1865.0,4.0,5
4468,27,138800.0,40250.0,68000.0,2014,0,76777.0,84578.0,738.0,2979.0,1850.0,4.0,1
4469,29,46800.0,14820.0,136000.0,2014,0,25388.0,64889.0,852.0,1998.0,1527.0,1.0,4
4470,18,73000.0,13510.0,128200.0,2015,0,41985.0,62140.0,1281.0,1999.0,1585.0,3.0,1
4471,16,69800.0,9840.0,52200.0,2018,0,12477.0,33798.0,2343.0,1591.0,1345.0,1.0,3
4472,14,42000.0,12640.0,67000.0,2015,0,18556.0,67749.0,1129.0,1496.0,1190.0,3.0,4
4473,14,68800.0,12320.0,90008.0,2016,0,20173.0,50000.0,1732.0,1597.0,1249.0,1.0,3
4475,31,280688.0,26470.0,5500.0,2020,0,56414.0,60001.0,3351.0,1991.0,1795.0,1.0,4
4478,14,97777.0,11290.0,18000.0,2019,0,20301.0,32000.0,2825.0,1496.0,1191.0,1.0,4
4480,7,82800.0,11670.0,64339.0,2017,0,22751.0,38000.0,2195.0,1199.0,1317.0,1.0,2
4482,27,148800.0,22880.0,67000.0,2008,0,106947.0,34991.0,2349.0,4244.0,1880.0,4.0,5
4483,16,48500.0,6390.0,174000.0,2009,0,13232.0,29485.0,2743.0,1591.0,1314.0,3.0,0
4487,50,102800.0,17630.0,32576.0,2016,0,36201.0,57002.0,1671.0,1969.0,1722.0,1.0,4
4488,22,338000.0,36390.0,40000.0,2017,0,119069.0,32302.0,2439.0,2995.0,2256.0,1.0,4
4489,48,19800.0,10320.0,147000.0,2009,0,18803.0,15668.0,374.0,1794.0,1310.0,3.0,2
4490,20,29800.0,9850.0,133000.0,2009,0,15754.0,16604.0,1103.0,1591.0,1232.0,3.0,5
4491,48,26800.0,13960.0,120000.0,2013,0,25347.0,67301.0,460.0,1598.0,1355.0,2.0,0
4500,14,68666.0,11620.0,73800.0,2016,0,20818.0,48401.0,1496.0,1597.0,1249.0,1.0,3
4502,3,128800.0,15690.0,94321.0,2018,0,34636.0,32909.0,2198.0,1499.0,1430.0,2.0,4
4503,16,98000.0,10510.0,8000.0,2019,0,18217.0,33000.0,3071.0,1353.0,1240.0,1.0,0
4504,3,199800.0,26070.0,56373.0,2017,0,76071.0,50101.0,2010.0,1998.0,1720.0,3.0,1
4505,38,161888.0,32210.0,83119.0,2015,0,62274.0,58109.0,1342.0,1984.0,1940.0,2.0,4
4506,48,38800.0,8730.0,137000.0,2011,0,14797.0,23179.0,1618.0,1598.0,1195.0,5.0,3
4509,31,85000.0,16490.0,81000.0,2016,0,27886.0,47889.0,1580.0,1595.0,1430.0,2.0,1
4510,23,168800.0,16380.0,9512.0,2019,0,35133.0,49500.0,3290.0,1987.0,1485.0,1.0,4
4511,31,119000.0,12980.0,80400.0,2011,0,60256.0,47316.0,3323.0,1796.0,1695.0,2.0,5
4512,0,333000.0,31950.0,10000.0,2020,0,65685.0,45001.0,3287.0,2891.0,1695.0,1.0,5
4513,14,268800.0,24920.0,10.0,2020,1,47374.0,70200.0,3504.0,1996.0,1433.0,1.0,5
4517,32,47800.0,8510.0,70000.0,2017,0,13019.0,46489.0,1921.0,1193.0,940.0,1.0,3
4520,31,140800.0,17160.0,47000.0,2018,0,35567.0,31001.0,2222.0,1595.0,1435.0,1.0,4
4523,3,184800.0,16160.0,30.0,2021,0,40893.0,83889.0,3290.0,1499.0,1435.0,1.0,4
4524,29,88888.0,9460.0,3500.0,2021,0,18157.0,45600.0,3321.0,1496.0,1080.0,1.0,0
4526,42,84888.0,8930.0,21180.0,2019,0,17430.0,37766.0,3107.0,999.0,1164.0,1.0,0
4527,3,82800.0,10050.0,120000.0,2010,0,39405.0,33568.0,2984.0,2497.0,1650.0,3.0,1
4529,38,604288.0,52290.0,88.0,2021,0,140352.0,63002.0,3410.0,2981.0,1580.0,1.0,5
4530,14,89000.0,9860.0,15000.0,2019,0,20996.0,33000.0,3079.0,1496.0,1130.0,1.0,6
4533,2,95800.0,12390.0,34500.0,2018,0,22105.0,23568.0,2467.0,999.0,1280.0,1.0,1
4534,34,57800.0,8890.0,53000.0,2018,0,13305.0,36810.0,2258.0,1198.0,1048.0,1.0,0
4536,29,50000.0,17270.0,110000.0,2014,0,18024.0,69001.0,947.0,1998.0,1438.0,2.0,1
4537,31,148800.0,29840.0,105000.0,2015,0,56446.0,61103.0,1344.0,1991.0,1615.0,2.0,6
4538,3,228988.0,26820.0,71000.0,2018,0,84390.0,38501.0,2250.0,1998.0,1720.0,1.0,1
4539,46,59800.0,12720.0,86000.0,2015,0,15274.0,45504.0,1495.0,1600.0,1480.0,2.0,4
4542,14,80800.0,10320.0,26188.0,2019,0,19838.0,26999.0,2681.0,1496.0,1130.0,1.0,6
4543,16,64800.0,12970.0,68000.0,2016,0,23706.0,46970.0,1468.0,1999.0,1460.0,2.0,1
4545,48,53800.0,7690.0,141252.0,2009,0,27844.0,31933.0,2226.0,2362.0,1540.0,2.0,1
4549,3,156800.0,23960.0,94300.0,2016,0,70094.0,58201.0,1617.0,1998.0,1720.0,5.0,1
4551,48,207800.0,23880.0,45000.0,2018,0,56793.0,37620.0,2586.0,4608.0,2510.0,1.0,4
4555,48,19800.0,8640.0,143000.0,2009,0,12468.0,14920.0,823.0,1497.0,1095.0,6.0,3
4556,49,38800.0,12580.0,118000.0,2014,0,19154.0,64900.0,977.0,1390.0,1417.0,2.0,3
4558,48,69800.0,9980.0,46994.0,2018,0,15677.0,38941.0,2254.0,1496.0,1100.0,2.0,3
4559,3,69800.0,8240.0,133000.0,2010,0,39168.0,32914.0,3077.0,2497.0,1460.0,6.0,1
4563,31,58800.0,21540.0,92000.0,2013,0,43296.0,77100.0,579.0,1991.0,1655.0,2.0,1
4566,32,41800.0,8860.0,101250.0,2016,0,13930.0,53000.0,1615.0,1193.0,940.0,1.0,3
4570,3,82800.0,18750.0,99000.0,2014,0,38694.0,74501.0,1188.0,1997.0,1505.0,3.0,1
4571,3,180000.0,19640.0,101000.0,2011,0,102744.0,47316.0,3323.0,4395.0,1870.0,5.0,5
4574,29,73800.0,11730.0,63200.0,2017,0,23739.0,55414.0,1891.0,1998.0,1472.0,2.0,1
4579,48,91800.0,9260.0,15000.0,2021,0,13991.0,44589.0,3320.0,1496.0,1085.0,1.0,3
4582,32,57800.0,8310.0,185000.0,2008,1,14224.0,25727.0,2229.0,1584.0,1132.0,3.0,3
4583,31,84838.0,13610.0,66800.0,2017,0,26732.0,45201.0,1945.0,1595.0,1425.0,2.0,0
4584,31,121500.0,15170.0,40000.0,2018,0,31837.0,28000.0,2466.0,1595.0,1430.0,1.0,6
4585,31,175000.0,20570.0,46051.0,2018,0,58503.0,32001.0,2403.0,1991.0,1615.0,1.0,1
4586,29,118700.0,12110.0,7953.0,2019,0,21043.0,49489.0,2926.0,1998.0,1514.0,1.0,1
4587,14,48800.0,7870.0,110000.0,2008,0,17127.0,38712.0,2259.0,1799.0,1350.0,2.0,2
4590,14,55800.0,12410.0,70098.0,2016,0,19436.0,43000.0,1490.0,1496.0,1190.0,1.0,4
4592,32,95800.0,13240.0,70000.0,2018,0,19675.0,31000.0,2344.0,1998.0,1480.0,1.0,4
4593,3,90800.0,9900.0,181498.0,2011,0,47956.0,47316.0,3323.0,2497.0,1650.0,4.0,1
4594,20,54800.0,6850.0,117000.0,2009,0,14485.0,33038.0,2591.0,1591.0,1251.0,5.0,3
4595,31,312800.0,32660.0,16000.0,2018,0,86812.0,43102.0,2773.0,2996.0,1940.0,1.0,1
4596,46,120000.0,15420.0,100000.0,2006,1,18561.0,39313.0,2834.0,1994.0,1395.0,2.0,5
4601,50,56800.0,9030.0,181004.0,2007,0,50663.0,37906.0,2283.0,2521.0,1997.0,4.0,4
4602,49,45800.0,9810.0,115000.0,2011,0,22294.0,23241.0,1679.0,1390.0,1241.0,2.0,0
4603,41,466800.0,58890.0,36143.0,2008,0,407431.0,39313.0,2830.0,6749.0,2550.0,4.0,1
4604,14,92888.0,9900.0,11880.0,2020,0,16686.0,45600.0,3318.0,1317.0,1070.0,1.0,0
4607,23,265000.0,24820.0,24000.0,2020,0,63612.0,46790.0,2952.0,3456.0,1980.0,1.0,4
4610,31,76800.0,18990.0,100000.0,2015,0,35392.0,68668.0,1161.0,1595.0,1425.0,3.0,1
4611,16,78800.0,9520.0,28000.0,2019,0,12804.0,31759.0,2769.0,1591.0,1345.0,1.0,3
4612,31,181800.0,19820.0,32000.0,2019,0,42331.0,37900.0,2558.0,1332.0,1420.0,1.0,1
4613,31,108800.0,20330.0,94780.0,2015,0,48634.0,61103.0,1097.0,1991.0,1655.0,1.0,1
4614,25,136800.0,13490.0,8000.0,2021,0,19701.0,57700.0,3412.0,1490.0,1563.0,1.0,4
4616,22,117800.0,12290.0,93000.0,2009,0,40120.0,58124.0,3473.0,5000.0,2548.0,3.0,4
4617,14,83800.0,10900.0,35800.0,2018,0,21922.0,26659.0,2591.0,1496.0,1190.0,1.0,4
4618,38,445800.0,51860.0,28883.0,2017,0,172259.0,45289.0,1828.0,2894.0,1945.0,3.0,5
4621,3,138888.0,88880.0,98000.0,2012,0,100992.0,92901.0,36.0,4395.0,1945.0,3.0,5
4623,14,62800.0,11410.0,46000.0,2016,0,18452.0,51620.0,1862.0,1496.0,1130.0,2.0,6
4625,32,49500.0,6990.0,126000.0,2008,0,16061.0,25525.0,2564.0,659.0,900.0,1.0,0
4626,31,180500.0,20110.0,25000.0,2019,0,40438.0,40009.0,2828.0,1991.0,1375.0,2.0,1
4629,14,78800.0,8720.0,17946.0,2019,0,15850.0,38504.0,3160.0,1317.0,1030.0,1.0,0
4632,31,138800.0,15500.0,28000.0,2019,0,32101.0,39700.0,2827.0,1332.0,1385.0,2.0,1
4633,20,37800.0,8660.0,105000.0,2011,0,10673.0,23448.0,1581.0,1591.0,1261.0,2.0,3
4634,29,63800.0,9390.0,59943.0,2017,0,14299.0,36001.0,2190.0,1496.0,1310.0,2.0,3
4637,34,54800.0,12060.0,56800.0,2015,0,18454.0,46651.0,1127.0,1197.0,1285.0,1.0,4
4638,31,370000.0,43090.0,39000.0,2010,0,95753.0,34935.0,3108.0,6208.0,1730.0,1.0,5
4639,14,55800.0,11160.0,94627.0,2015,0,19478.0,50000.0,1645.0,1496.0,1130.0,2.0,6
4641,38,192888.0,33570.0,127889.0,2015,0,83334.0,59889.0,1126.0,3598.0,2115.0,2.0,4
4642,18,119800.0,15970.0,28000.0,2017,0,45709.0,57501.0,2072.0,1997.0,1777.0,1.0,1
4644,31,160000.0,17940.0,34000.0,2019,0,33352.0,37900.0,2825.0,1332.0,1385.0,1.0,1
4645,31,183800.0,24980.0,58000.0,2016,0,45976.0,37989.0,2251.0,1991.0,1785.0,2.0,4
4647,20,12000.0,7990.0,141000.0,2008,0,7840.0,16170.0,515.0,1086.0,872.0,4.0,0
4650,50,136800.0,14860.0,16000.0,2019,0,33814.0,37109.0,2559.0,1969.0,1605.0,1.0,1
4653,14,56800.0,12600.0,72868.0,2015,0,20272.0,45000.0,1493.0,1496.0,1190.0,3.0,4
4656,31,158800.0,20250.0,55000.0,2018,0,42569.0,32429.0,2371.0,1991.0,1705.0,2.0,4
4657,38,156800.0,36870.0,80000.0,2014,0,73493.0,74000.0,1000.0,2997.0,1940.0,2.0,4
4658,34,53800.0,11500.0,64100.0,2016,0,18974.0,45000.0,1465.0,1197.0,1285.0,1.0,4
4660,49,89999.0,15420.0,40000.0,2016,0,18921.0,51106.0,1894.0,1197.0,1222.0,3.0,0
4662,3,104800.0,18990.0,59000.0,2016,0,37015.0,58201.0,1617.0,1998.0,1540.0,2.0,1
4663,32,69888.0,12370.0,103000.0,2016,0,23989.0,55501.0,1670.0,2360.0,1530.0,1.0,4
4665,38,189800.0,30090.0,87800.0,2016,0,62554.0,52807.0,1462.0,1984.0,1845.0,2.0,4
4666,34,61800.0,11260.0,91580.0,2016,0,18689.0,50101.0,1464.0,1197.0,1285.0,2.0,4
4668,14,81800.0,10680.0,36103.0,2018,0,23330.0,25689.0,2226.0,1496.0,1190.0,1.0,4
4674,3,229888.0,25990.0,23300.0,2019,0,58085.0,39400.0,2677.0,1998.0,1720.0,1.0,4
4675,3,150800.0,20260.0,56000.0,2017,0,47765.0,39000.0,1858.0,1998.0,1530.0,2.0,1
4676,3,105800.0,14650.0,45000.0,2017,0,33005.0,47390.0,1833.0,1499.0,1430.0,1.0,4
4677,14,26800.0,10770.0,148000.0,2008,0,25281.0,14664.0,884.0,1595.0,1220.0,4.0,3
4680,3,118800.0,14040.0,54000.0,2019,0,31837.0,33199.0,2591.0,1499.0,1490.0,1.0,2
4683,46,148888.0,21400.0,172000.0,2006,1,45684.0,31933.0,2220.0,1994.0,1466.0,6.0,5
4685,20,27700.0,9220.0,173860.0,2009,0,15754.0,16604.0,1096.0,1591.0,1232.0,3.0,5
4687,48,60388.0,10770.0,86057.0,2016,0,17987.0,52668.0,1736.0,1598.0,1205.0,1.0,3
4690,17,176800.0,17390.0,21068.0,2019,0,39610.0,45012.0,3195.0,1997.0,1890.0,1.0,4
4691,2,93800.0,10820.0,165600.0,2010,0,40223.0,38216.0,3139.0,1984.0,1525.0,5.0,1
4692,23,72800.0,17320.0,118000.0,2015,0,34805.0,68668.0,1104.0,2494.0,1615.0,2.0,1
4693,31,213800.0,24400.0,88.0,2019,0,36561.0,37109.0,2557.0,1332.0,1385.0,1.0,1
4696,46,65800.0,11530.0,73860.0,2016,0,15321.0,49430.0,1829.0,1600.0,1480.0,2.0,4
4699,29,47800.0,9530.0,61000.0,2016,0,17724.0,51507.0,1678.0,1496.0,1036.0,2.0,0
4703,11,369000.0,51490.0,34317.0,2008,0,295263.0,35411.0,2593.0,4308.0,1520.0,5.0,5
4704,2,103800.0,12730.0,141273.0,2009,0,52923.0,33568.0,2954.0,3197.0,1795.0,1.0,4
4706,23,106800.0,17500.0,50950.0,2016,0,40888.0,56340.0,1708.0,2494.0,1615.0,1.0,1
4708,6,52500.0,6250.0,110000.0,2010,0,12845.0,32875.0,3044.0,1598.0,1388.0,3.0,3
4714,29,88800.0,12910.0,72000.0,2017,0,25439.0,53711.0,2104.0,2488.0,1515.0,1.0,1
4715,20,22800.0,9930.0,130665.0,2009,0,11168.0,14920.0,825.0,1591.0,1251.0,3.0,3
4718,38,128000.0,24380.0,125000.0,2007,0,81548.0,52491.0,1894.0,3387.0,1455.0,5.0,5
4719,13,150888.0,27050.0,65000.0,2016,0,42906.0,53001.0,1670.0,2261.0,1692.0,5.0,5
4720,2,145000.0,29720.0,45000.0,2014,0,74974.0,71921.0,1103.0,2995.0,1955.0,1.0,1
4724,48,64800.0,11240.0,81000.0,2016,0,19990.0,50101.0,1463.0,1598.0,1215.0,1.0,3
4726,34,61800.0,10440.0,75000.0,2016,0,27576.0,58201.0,1612.0,2488.0,1510.0,2.0,1
4730,16,72777.0,9750.0,50200.0,2018,0,14562.0,28199.0,2436.0,1591.0,1345.0,1.0,3
4731,14,6900.0,12980.0,150000.0,2007,0,20137.0,25178.0,180.0,1998.0,1430.0,5.0,0
4732,3,123800.0,16120.0,53000.0,2018,0,32930.0,32551.0,2347.0,1499.0,1365.0,1.0,5
4735,48,80600.0,17860.0,86000.0,2015,0,33815.0,65501.0,1222.0,2493.0,1920.0,2.0,2
4744,48,62888.0,11240.0,78000.0,2016,0,19990.0,50991.0,1701.0,1598.0,1215.0,1.0,3
4745,48,124800.0,14290.0,43000.0,2019,0,29507.0,37912.0,2737.0,1987.0,1530.0,1.0,4
4748,49,68000.0,12770.0,114000.0,2015,0,27040.0,49602.0,1495.0,1390.0,1551.0,3.0,4
4749,48,111900.0,11570.0,64400.0,2012,0,40403.0,60586.0,3504.0,2362.0,1790.0,1.0,2
4752,2,118000.0,14020.0,115000.0,2010,0,81665.0,33568.0,3049.0,2995.0,1875.0,2.0,5
4753,2,55800.0,12140.0,95000.0,2016,0,21138.0,55200.0,1555.0,999.0,1165.0,2.0,0
4754,2,115666.0,13470.0,123000.0,2010,0,63867.0,34935.0,3108.0,2995.0,1755.0,6.0,5
4755,20,39800.0,8230.0,144868.0,2011,0,12601.0,25285.0,1739.0,1591.0,1261.0,3.0,0
4757,3,64800.0,16620.0,93527.0,2014,0,31420.0,76612.0,1126.0,1598.0,1410.0,3.0,1
4758,3,69800.0,14930.0,108000.0,2015,0,30846.0,60000.0,1312.0,1499.0,1425.0,2.0,1
4760,48,47300.0,7670.0,133000.0,2008,0,24659.0,40881.0,2228.0,1998.0,1540.0,3.0,2
4762,20,69999.0,8150.0,135000.0,2010,0,24506.0,34935.0,3108.0,2359.0,1838.0,4.0,4
4765,48,52888.0,10400.0,70145.0,2016,0,16257.0,48000.0,1731.0,1496.0,1090.0,1.0,3
4766,48,10000.0,10250.0,181000.0,2007,0,17232.0,25289.0,39.0,1794.0,1320.0,3.0,2
4769,31,150838.0,18480.0,35800.0,2018,0,38981.0,31101.0,2191.0,1991.0,1455.0,2.0,0
4770,14,166988.0,15180.0,18.0,2021,0,31061.0,88000.0,3562.0,1496.0,1700.0,1.0,2
4772,16,109800.0,11540.0,23000.0,2021,0,21384.0,49640.0,3350.0,1598.0,1280.0,1.0,3
4774,14,61800.0,11000.0,68500.0,2016,0,17765.0,46489.0,1919.0,1496.0,1130.0,1.0,6
4776,31,156800.0,15700.0,4000.0,2020,0,28129.0,42000.0,2951.0,1332.0,1365.0,1.0,0
4777,38,425800.0,39500.0,68.0,2020,0,88999.0,49778.0,3321.0,2995.0,2060.0,1.0,4
4779,34,43998.0,10430.0,116507.0,2015,0,18413.0,57498.0,1280.0,1197.0,1285.0,2.0,4
4780,26,51888.0,17090.0,122597.0,2014,0,21256.0,63990.0,1000.0,1198.0,1120.0,2.0,0
4782,26,60000.0,7420.0,98000.0,2010,0,21920.0,33207.0,2929.0,1598.0,1105.0,4.0,0
4788,34,74888.0,9190.0,22000.0,2019,0,16713.0,27000.0,2620.0,1598.0,1205.0,1.0,3
4791,48,50500.0,15660.0,120000.0,2013,0,32061.0,78604.0,736.0,2362.0,1790.0,1.0,2
4792,14,83800.0,13170.0,70296.0,2016,0,30358.0,53300.0,1833.0,1997.0,1530.0,1.0,1
4793,48,72388.0,12370.0,90180.0,2016,0,29296.0,57903.0,1644.0,2494.0,1475.0,2.0,1
4794,31,59800.0,8640.0,163000.0,2009,0,34045.0,31335.0,2199.0,1796.0,1495.0,5.0,5
4798,31,85800.0,19740.0,149000.0,2015,0,35738.0,71509.0,1221.0,1595.0,1425.0,1.0,1
4799,3,150000.0,16360.0,97000.0,2011,0,90529.0,47316.0,3323.0,3999.0,1830.0,6.0,5
4802,2,100888.0,13310.0,41000.0,2018,0,21572.0,25000.0,2436.0,999.0,1275.0,2.0,0
4806,0,42888.0,11580.0,100900.0,2015,0,24460.0,75002.0,1163.0,1368.0,1310.0,2.0,0
4807,32,59888.0,8810.0,288000.0,2008,0,14479.0,27571.0,2463.0,1584.0,1162.0,2.0,3
4808,31,106388.0,18250.0,40720.0,2016,0,40392.0,56500.0,1677.0,1991.0,1465.0,3.0,1
4809,38,199000.0,46830.0,198000.0,2006,0,186117.0,46048.0,1529.0,3600.0,1695.0,5.0,5
4810,31,143888.0,19660.0,121000.0,2017,0,57769.0,47501.0,1953.0,1991.0,1615.0,3.0,1
